Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7),objective_function
    12,  2.7724e+01,  1.9301217837451318e-01, -1.3863402221159605e-02,  1.5773671095881323e-01,  1.7461127167138588e-03,  1.9221739397353690e-01,  1.2241006332641030e-02,  1.5989720907428895e-01, -2.8746287329957528e-03,  2.3356683197568762e-01
    13,  2.9623e+01,  1.9301217837451318e-01, -1.3863387319998411e-02,  1.5773672585997442e-01,  1.7461127167138588e-03,  1.9221739397353690e-01,  1.2241006332641030e-02,  1.5989720907428895e-01, -2.8746287329957528e-03,  2.3356668390487917e-01
    14,  3.1422e+01,  1.9301217837451318e-01, -1.3863387319998411e-02,  1.5773671095881323e-01,  1.7461276178750527e-03,  1.9221739397353690e-01,  1.2241006332641030e-02,  1.5989720907428895e-01, -2.8746287329957528e-03,  2.3356690785078271e-01
    15,  3.3292e+01,  1.9301217837451318e-01, -1.3863387319998411e-02,  1.5773671095881323e-01,  1.7461127167138588e-03,  1.9221740887469810e-01,  1.2241006332641030e-02,  1.5989720907428895e-01, -2.8746287329957528e-03,  2.3356685937348140e-01
    16,  3.5158e+01,  1.9301217837451318e-01, -1.3863387319998411e-02,  1.5773671095881323e-01,  1.7461127167138588e-03,  1.9221739397353690e-01,  1.2241021233802224e-02,  1.5989720907428895e-01, -2.8746287329957528e-03,  2.3356690527332341e-01
    17,  3.7023e+01,  1.9301217837451318e-01, -1.3863387319998411e-02,  1.5773671095881323e-01,  1.7461127167138588e-03,  1.9221739397353690e-01,  1.2241006332641030e-02,  1.5989722397545014e-01, -2.8746287329957528e-03,  2.3356668460332219e-01
    18,  3.8931e+01,  1.9301217837451318e-01, -1.3863387319998411e-02,  1.5773671095881323e-01,  1.7461127167138588e-03,  1.9221739397353690e-01,  1.2241006332641030e-02,  1.5989720907428895e-01, -2.8746436341569466e-03,  2.3356683383937649e-01
    19,  4.2798e+01,  2.4600274587638676e-01, -1.2392306971298832e-01,  1.8518380245139890e-01, -1.9604659702705349e-02,  2.4661433357201595e-01,  1.2490609855100566e-01,  1.6404752964438568e-01,  9.8628180279373284e-03,  5.6820667877079387e+00
    20,  4.4105e+01,  2.0711003100208350e-01, -3.9706042761150376e-02,  1.7050630826377777e-01, -4.7671280317705990e-03,  2.0650309602342731e-01,  3.8202165028704091e-02,  1.6566032150054052e-01,  9.0517376508543728e-04,  8.2865358433965558e-02
    21,  4.5519e+01,  2.0711004590324469e-01, -3.9706042761150376e-02,  1.7050630826377777e-01, -4.7671280317705990e-03,  2.0650309602342731e-01,  3.8202165028704091e-02,  1.6566032150054052e-01,  9.0517376508543728e-04,  8.2865353934394537e-02
    22,  4.6933e+01,  2.0711003100208350e-01, -3.9706057662311570e-02,  1.7050630826377777e-01, -4.7671280317705990e-03,  2.0650309602342731e-01,  3.8202165028704091e-02,  1.6566032150054052e-01,  9.0517376508543728e-04,  8.2865342134542941e-02
    23,  4.8346e+01,  2.0711003100208350e-01, -3.9706042761150376e-02,  1.7050632316493897e-01, -4.7671280317705990e-03,  2.0650309602342731e-01,  3.8202165028704091e-02,  1.6566032150054052e-01,  9.0517376508543728e-04,  8.2865306808796627e-02
    24,  4.9747e+01,  2.0711003100208350e-01, -3.9706042761150376e-02,  1.7050630826377777e-01, -4.7671429329317928e-03,  2.0650309602342731e-01,  3.8202165028704091e-02,  1.6566032150054052e-01,  9.0517376508543728e-04,  8.2865348707928624e-02
    25,  5.1170e+01,  2.0711003100208350e-01, -3.9706042761150376e-02,  1.7050630826377777e-01, -4.7671280317705990e-03,  2.0650311092458851e-01,  3.8202165028704091e-02,  1.6566032150054052e-01,  9.0517376508543728e-04,  8.2865353824090285e-02
    26,  5.2526e+01,  2.0711003100208350e-01, -3.9706042761150376e-02,  1.7050630826377777e-01, -4.7671280317705990e-03,  2.0650309602342731e-01,  3.8202179929865285e-02,  1.6566032150054052e-01,  9.0517376508543728e-04,  8.2865364176387971e-02
    27,  5.3865e+01,  2.0711003100208350e-01, -3.9706042761150376e-02,  1.7050630826377777e-01, -4.7671280317705990e-03,  2.0650309602342731e-01,  3.8202165028704091e-02,  1.6566033640170172e-01,  9.0517376508543728e-04,  8.2865304665203240e-02
    28,  5.5294e+01,  2.0711003100208350e-01, -3.9706042761150376e-02,  1.7050630826377777e-01, -4.7671280317705990e-03,  2.0650309602342731e-01,  3.8202165028704091e-02,  1.6566032150054052e-01,  9.0518866624663113e-04,  8.2865374436989311e-02
    29,  5.7560e+01,  1.9479593165106093e-01, -1.0088606299006106e-01,  1.8980906344954687e-01,  4.2672773924529242e-03,  2.0377826847628894e-01,  9.6192706005819389e-02,  1.7860943609985702e-01, -9.2784722394593754e-03,  1.7662189912857079e-01
    30,  5.8814e+01,  2.1079031733768938e-01, -5.3792975351061464e-02,  1.7778433799978466e-01, -4.1417044322029500e-03,  2.1045609820106184e-01,  5.2211093395177932e-02,  1.6902351655408693e-01, -2.3926628388989133e-03,  4.1477736925169810e-02
    31,  6.0205e+01,  2.1079033223885058e-01, -5.3792975351061464e-02,  1.7778433799978466e-01, -4.1417044322029500e-03,  2.1045609820106184e-01,  5.2211093395177932e-02,  1.6902351655408693e-01, -2.3926628388989133e-03,  4.1477734018877999e-02
    32,  6.1712e+01,  2.1079031733768938e-01, -5.3792990252222658e-02,  1.7778433799978466e-01, -4.1417044322029500e-03,  2.1045609820106184e-01,  5.2211093395177932e-02,  1.6902351655408693e-01, -2.3926628388989133e-03,  4.1477724591702902e-02
    33,  6.3570e+01,  2.1079031733768938e-01, -5.3792975351061464e-02,  1.7778435290094585e-01, -4.1417044322029500e-03,  2.1045609820106184e-01,  5.2211093395177932e-02,  1.6902351655408693e-01, -2.3926628388989133e-03,  4.1477721264633990e-02
    34,  6.5137e+01,  2.1079031733768938e-01, -5.3792975351061464e-02,  1.7778433799978466e-01, -4.1417193333641439e-03,  2.1045609820106184e-01,  5.2211093395177932e-02,  1.6902351655408693e-01, -2.3926628388989133e-03,  4.1477733418541440e-02
    35,  6.6521e+01,  2.1079031733768938e-01, -5.3792975351061464e-02,  1.7778433799978466e-01, -4.1417044322029500e-03,  2.1045611310222304e-01,  5.2211093395177932e-02,  1.6902351655408693e-01, -2.3926628388989133e-03,  4.1477733720496630e-02
    36,  6.7961e+01,  2.1079031733768938e-01, -5.3792975351061464e-02,  1.7778433799978466e-01, -4.1417044322029500e-03,  2.1045609820106184e-01,  5.2211108296339126e-02,  1.6902351655408693e-01, -2.3926628388989133e-03,  4.1477729863798593e-02
    37,  6.9422e+01,  2.1079031733768938e-01, -5.3792975351061464e-02,  1.7778433799978466e-01, -4.1417044322029500e-03,  2.1045609820106184e-01,  5.2211093395177932e-02,  1.6902353145524812e-01, -2.3926628388989133e-03,  4.1477721894188441e-02
    38,  7.0717e+01,  2.1079031733768938e-01, -5.3792975351061464e-02,  1.7778433799978466e-01, -4.1417044322029500e-03,  2.1045609820106184e-01,  5.2211093395177932e-02,  1.6902351655408693e-01, -2.3926777400601071e-03,  4.1477731984802341e-02
    39,  7.2400e+01,  2.1478426287604546e-01, -8.3002839485953106e-02,  1.9050625388258111e-01, -4.1963801044622353e-03,  2.1589919680873218e-01,  8.1752395026504471e-02,  1.7564703176900220e-01, -6.9132767100094812e-03,  1.2057440319327786e-02
    40,  7.4179e+01,  2.1478427777720666e-01, -8.3002839485953106e-02,  1.9050625388258111e-01, -4.1963801044622353e-03,  2.1589919680873218e-01,  8.1752395026504471e-02,  1.7564703176900220e-01, -6.9132767100094812e-03,  1.2057439901162880e-02
    41,  7.5897e+01,  2.1478426287604546e-01, -8.3002854387114300e-02,  1.9050625388258111e-01, -4.1963801044622353e-03,  2.1589919680873218e-01,  8.1752395026504471e-02,  1.7564703176900220e-01, -6.9132767100094812e-03,  1.2057450160718845e-02
    42,  7.7651e+01,  2.1478426287604546e-01, -8.3002839485953106e-02,  1.9050626878374230e-01, -4.1963801044622353e-03,  2.1589919680873218e-01,  8.1752395026504471e-02,  1.7564703176900220e-01, -6.9132767100094812e-03,  1.2057391809047763e-02
    43,  7.9400e+01,  2.1478426287604546e-01, -8.3002839485953106e-02,  1.9050625388258111e-01, -4.1963950056234291e-03,  2.1589919680873218e-01,  8.1752395026504471e-02,  1.7564703176900220e-01, -6.9132767100094812e-03,  1.2057425357312801e-02
    44,  8.1110e+01,  2.1478426287604546e-01, -8.3002839485953106e-02,  1.9050625388258111e-01, -4.1963801044622353e-03,  2.1589921170989337e-01,  8.1752395026504471e-02,  1.7564703176900220e-01, -6.9132767100094812e-03,  1.2057439963748752e-02
    45,  8.2871e+01,  2.1478426287604546e-01, -8.3002839485953106e-02,  1.9050625388258111e-01, -4.1963801044622353e-03,  2.1589919680873218e-01,  8.1752409927665665e-02,  1.7564703176900220e-01, -6.9132767100094812e-03,  1.2057476288117130e-02
    46,  8.4530e+01,  2.1478426287604546e-01, -8.3002839485953106e-02,  1.9050625388258111e-01, -4.1963801044622353e-03,  2.1589919680873218e-01,  8.1752395026504471e-02,  1.7564704667016340e-01, -6.9132767100094812e-03,  1.2057376285055885e-02
    47,  8.6365e+01,  2.1478426287604546e-01, -8.3002839485953106e-02,  1.9050625388258111e-01, -4.1963801044622353e-03,  2.1589919680873218e-01,  8.1752395026504471e-02,  1.7564703176900220e-01, -6.9132916111706751e-03,  1.2057425690687996e-02
    48,  8.8022e+01,  1.4698029710690858e-01, -1.1411162050701187e-01,  2.0148979525515334e-01,  7.4848511477301882e-03,  1.7430447487387812e-01,  9.1356766130510192e-02,  1.8906048197299427e-01,  5.9729035306614175e-03,  5.6685072539808951e-04
    49,  8.9687e+01,  1.4698031200806977e-01, -1.1411162050701187e-01,  2.0148979525515334e-01,  7.4848511477301882e-03,  1.7430447487387812e-01,  9.1356766130510192e-02,  1.8906048197299427e-01,  5.9729035306614175e-03,  5.6685083263381772e-04
    50,  9.1314e+01,  1.4698029710690858e-01, -1.1411163540817307e-01,  2.0148979525515334e-01,  7.4848511477301882e-03,  1.7430447487387812e-01,  9.1356766130510192e-02,  1.8906048197299427e-01,  5.9729035306614175e-03,  5.6685034651011393e-04
    51,  9.2947e+01,  1.4698029710690858e-01, -1.1411162050701187e-01,  2.0148981015631454e-01,  7.4848511477301882e-03,  1.7430447487387812e-01,  9.1356766130510192e-02,  1.8906048197299427e-01,  5.9729035306614175e-03,  5.6685183860723742e-04
    52,  9.4557e+01,  1.4698029710690858e-01, -1.1411162050701187e-01,  2.0148979525515334e-01,  7.4848660488913820e-03,  1.7430447487387812e-01,  9.1356766130510192e-02,  1.8906048197299427e-01,  5.9729035306614175e-03,  5.6685015339941463e-04
    53,  9.6167e+01,  1.4698029710690858e-01, -1.1411162050701187e-01,  2.0148979525515334e-01,  7.4848511477301882e-03,  1.7430448977503932e-01,  9.1356766130510192e-02,  1.8906048197299427e-01,  5.9729035306614175e-03,  5.6685094135464987e-04
    54,  9.7809e+01,  1.4698029710690858e-01, -1.1411162050701187e-01,  2.0148979525515334e-01,  7.4848511477301882e-03,  1.7430447487387812e-01,  9.1356781031671386e-02,  1.8906048197299427e-01,  5.9729035306614175e-03,  5.6685098189907250e-04
    55,  9.9460e+01,  1.4698029710690858e-01, -1.1411162050701187e-01,  2.0148979525515334e-01,  7.4848511477301882e-03,  1.7430447487387812e-01,  9.1356766130510192e-02,  1.8906049687415546e-01,  5.9729035306614175e-03,  5.6685144803387112e-04
    56,  1.0110e+02,  1.4698029710690858e-01, -1.1411162050701187e-01,  2.0148979525515334e-01,  7.4848511477301882e-03,  1.7430447487387812e-01,  9.1356766130510192e-02,  1.8906048197299427e-01,  5.9729184318226113e-03,  5.6685232229966446e-04
    57,  1.0268e+02,  1.3317901251650582e-01, -1.0618209530267442e-01,  1.3518511188656118e-01,  2.9329583454199434e-02,  1.0954055181983194e-01,  1.1220876556310144e-01,  2.5820038784489130e-01,  2.7091473979025088e-02,  2.2019356229990872e-01
    58,  1.0437e+02,  1.2461333505697575e-01, -1.1545316263470778e-01,  1.9387018189863411e-01,  1.3451748727371274e-02,  1.5829630057224214e-01,  9.3401746937974317e-02,  1.9774002217279005e-01,  8.1809943660988548e-03,  3.1669427896162400e-04
    59,  1.0603e+02,  1.2461334995813694e-01, -1.1545316263470778e-01,  1.9387018189863411e-01,  1.3451748727371274e-02,  1.5829630057224214e-01,  9.3401746937974317e-02,  1.9774002217279005e-01,  8.1809943660988548e-03,  3.1669429291286141e-04
    60,  1.0761e+02,  1.2461333505697575e-01, -1.1545317753586898e-01,  1.9387018189863411e-01,  1.3451748727371274e-02,  1.5829630057224214e-01,  9.3401746937974317e-02,  1.9774002217279005e-01,  8.1809943660988548e-03,  3.1669544711991724e-04
    61,  1.0923e+02,  1.2461333505697575e-01, -1.1545316263470778e-01,  1.9387019679979531e-01,  1.3451748727371274e-02,  1.5829630057224214e-01,  9.3401746937974317e-02,  1.9774002217279005e-01,  8.1809943660988548e-03,  3.1669079356168848e-04
    62,  1.1085e+02,  1.2461333505697575e-01, -1.1545316263470778e-01,  1.9387018189863411e-01,  1.3451763628532468e-02,  1.5829630057224214e-01,  9.3401746937974317e-02,  1.9774002217279005e-01,  8.1809943660988548e-03,  3.1669478996902201e-04
    63,  1.1252e+02,  1.2461333505697575e-01, -1.1545316263470778e-01,  1.9387018189863411e-01,  1.3451748727371274e-02,  1.5829631547340334e-01,  9.3401746937974317e-02,  1.9774002217279005e-01,  8.1809943660988548e-03,  3.1669428535370303e-04
    64,  1.1412e+02,  1.2461333505697575e-01, -1.1545316263470778e-01,  1.9387018189863411e-01,  1.3451748727371274e-02,  1.5829630057224214e-01,  9.3401761839135511e-02,  1.9774002217279005e-01,  8.1809943660988548e-03,  3.1669712921986078e-04
    65,  1.1587e+02,  1.2461333505697575e-01, -1.1545316263470778e-01,  1.9387018189863411e-01,  1.3451748727371274e-02,  1.5829630057224214e-01,  9.3401746937974317e-02,  1.9774003707395124e-01,  8.1809943660988548e-03,  3.1669020927708167e-04
    66,  1.1754e+02,  1.2461333505697575e-01, -1.1545316263470778e-01,  1.9387018189863411e-01,  1.3451748727371274e-02,  1.5829630057224214e-01,  9.3401746937974317e-02,  1.9774002217279005e-01,  8.1810092672600487e-03,  3.1669458329302278e-04
    67,  1.1912e+02,  1.2617889997383230e-01, -1.1159118724209342e-01,  1.6005071217002842e-01,  2.3477435029715880e-02,  1.3299201698016375e-01,  1.0607850526756392e-01,  2.3700095439114896e-01,  2.0077320121043907e-02,  1.6318712370287383e-02
    68,  1.2072e+02,  1.2201014539695106e-01, -1.1474999887489586e-01,  1.8607728807782439e-01,  1.5747015322637937e-02,  1.5132703842458434e-01,  9.6809268618268898e-02,  2.0738922577558472e-01,  1.0927222002961286e-02,  3.2117288680446379e-04
    69,  1.2237e+02,  1.2226721571883473e-01, -1.1557521609965307e-01,  1.9270859425143441e-01,  1.3866470299231505e-02,  1.5658577484413619e-01,  9.4193979818286269e-02,  1.9968784173851076e-01,  8.6741621955729962e-03,  2.7636498358255207e-04
    70,  1.2401e+02,  1.2226723061999592e-01, -1.1557521609965307e-01,  1.9270859425143441e-01,  1.3866470299231505e-02,  1.5658577484413619e-01,  9.4193979818286269e-02,  1.9968784173851076e-01,  8.6741621955729962e-03,  2.7636499002171562e-04
    71,  1.2559e+02,  1.2226721571883473e-01, -1.1557523100081427e-01,  1.9270859425143441e-01,  1.3866470299231505e-02,  1.5658577484413619e-01,  9.4193979818286269e-02,  1.9968784173851076e-01,  8.6741621955729962e-03,  2.7636503508635167e-04
    72,  1.2722e+02,  1.2226721571883473e-01, -1.1557521609965307e-01,  1.9270860915259561e-01,  1.3866470299231505e-02,  1.5658577484413619e-01,  9.4193979818286269e-02,  1.9968784173851076e-01,  8.6741621955729962e-03,  2.7636484660249419e-04
    73,  1.2882e+02,  1.2226721571883473e-01, -1.1557521609965307e-01,  1.9270859425143441e-01,  1.3866485200392699e-02,  1.5658577484413619e-01,  9.4193979818286269e-02,  1.9968784173851076e-01,  8.6741621955729962e-03,  2.7636498918523998e-04
    74,  1.3043e+02,  1.2226721571883473e-01, -1.1557521609965307e-01,  1.9270859425143441e-01,  1.3866470299231505e-02,  1.5658578974529738e-01,  9.4193979818286269e-02,  1.9968784173851076e-01,  8.6741621955729962e-03,  2.7636498789439479e-04
    75,  1.3203e+02,  1.2226721571883473e-01, -1.1557521609965307e-01,  1.9270859425143441e-01,  1.3866470299231505e-02,  1.5658577484413619e-01,  9.4193994719447463e-02,  1.9968784173851076e-01,  8.6741621955729962e-03,  2.7636507117222565e-04
    76,  1.3368e+02,  1.2226721571883473e-01, -1.1557521609965307e-01,  1.9270859425143441e-01,  1.3866470299231505e-02,  1.5658577484413619e-01,  9.4193979818286269e-02,  1.9968785663967195e-01,  8.6741621955729962e-03,  2.7636483239501270e-04
    77,  1.3529e+02,  1.2226721571883473e-01, -1.1557521609965307e-01,  1.9270859425143441e-01,  1.3866470299231505e-02,  1.5658577484413619e-01,  9.4193979818286269e-02,  1.9968784173851076e-01,  8.6741770967341900e-03,  2.7636498119995399e-04
    78,  1.3697e+02,  1.2139321778638301e-01, -1.1519042035309282e-01,  1.8874315549760787e-01,  1.5007791926983004e-02,  1.5317925932772777e-01,  9.6005272676525727e-02,  2.0456756124055786e-01,  1.0048478946339423e-02,  2.7568197928916197e-04
    79,  1.3920e+02,  1.2139323268754421e-01, -1.1519042035309282e-01,  1.8874315549760787e-01,  1.5007791926983004e-02,  1.5317925932772777e-01,  9.6005272676525727e-02,  2.0456756124055786e-01,  1.0048478946339423e-02,  2.7568197621367398e-04
    80,  1.4095e+02,  1.2139321778638301e-01, -1.1519043525425401e-01,  1.8874315549760787e-01,  1.5007791926983004e-02,  1.5317925932772777e-01,  9.6005272676525727e-02,  2.0456756124055786e-01,  1.0048478946339423e-02,  2.7568241098503980e-04
    81,  1.4254e+02,  1.2139321778638301e-01, -1.1519042035309282e-01,  1.8874317039876906e-01,  1.5007791926983004e-02,  1.5317925932772777e-01,  9.6005272676525727e-02,  2.0456756124055786e-01,  1.0048478946339423e-02,  2.7568086917090673e-04
    82,  1.4415e+02,  1.2139321778638301e-01, -1.1519042035309282e-01,  1.8874315549760787e-01,  1.5007806828144198e-02,  1.5317925932772777e-01,  9.6005272676525727e-02,  2.0456756124055786e-01,  1.0048478946339423e-02,  2.7568203106654113e-04
    83,  1.4581e+02,  1.2139321778638301e-01, -1.1519042035309282e-01,  1.8874315549760787e-01,  1.5007791926983004e-02,  1.5317927422888897e-01,  9.6005272676525727e-02,  2.0456756124055786e-01,  1.0048478946339423e-02,  2.7568197970012425e-04
    84,  1.4735e+02,  1.2139321778638301e-01, -1.1519042035309282e-01,  1.8874315549760787e-01,  1.5007791926983004e-02,  1.5317925932772777e-01,  9.6005287577686921e-02,  2.0456756124055786e-01,  1.0048478946339423e-02,  2.7568271204524256e-04
    85,  1.4895e+02,  1.2139321778638301e-01, -1.1519042035309282e-01,  1.8874315549760787e-01,  1.5007791926983004e-02,  1.5317925932772777e-01,  9.6005272676525727e-02,  2.0456757614171905e-01,  1.0048478946339423e-02,  2.7568085635055713e-04
    86,  1.5047e+02,  1.2139321778638301e-01, -1.1519042035309282e-01,  1.8874315549760787e-01,  1.5007791926983004e-02,  1.5317925932772777e-01,  9.6005272676525727e-02,  2.0456756124055786e-01,  1.0048493847500617e-02,  2.7568197430436392e-04
    87,  1.5206e+02,  1.2135754527327948e-01, -1.1515047874964912e-01,  1.8790648367695167e-01,  1.5230765780387347e-02,  1.5226457484858810e-01,  9.6562595539240792e-02,  2.0584684970633121e-01,  1.0396845879750018e-02,  2.7177798460380231e-04
    88,  1.5364e+02,  1.2135756017444067e-01, -1.1515047874964912e-01,  1.8790648367695167e-01,  1.5230765780387347e-02,  1.5226457484858810e-01,  9.6562595539240792e-02,  2.0584684970633121e-01,  1.0396845879750018e-02,  2.7177798447991768e-04
    89,  1.5528e+02,  1.2135754527327948e-01, -1.1515049365081031e-01,  1.8790648367695167e-01,  1.5230765780387347e-02,  1.5226457484858810e-01,  9.6562595539240792e-02,  2.0584684970633121e-01,  1.0396845879750018e-02,  2.7177800998721247e-04
    90,  1.5687e+02,  1.2135754527327948e-01, -1.1515047874964912e-01,  1.8790649857811287e-01,  1.5230765780387347e-02,  1.5226457484858810e-01,  9.6562595539240792e-02,  2.0584684970633121e-01,  1.0396845879750018e-02,  2.7177792322135734e-04
    91,  1.5843e+02,  1.2135754527327948e-01, -1.1515047874964912e-01,  1.8790648367695167e-01,  1.5230780681548541e-02,  1.5226457484858810e-01,  9.6562595539240792e-02,  2.0584684970633121e-01,  1.0396845879750018e-02,  2.7177798547538463e-04
    92,  1.5999e+02,  1.2135754527327948e-01, -1.1515047874964912e-01,  1.8790648367695167e-01,  1.5230765780387347e-02,  1.5226458974974930e-01,  9.6562595539240792e-02,  2.0584684970633121e-01,  1.0396845879750018e-02,  2.7177798695363477e-04
    93,  1.6160e+02,  1.2135754527327948e-01, -1.1515047874964912e-01,  1.8790648367695167e-01,  1.5230765780387347e-02,  1.5226457484858810e-01,  9.6562610440401986e-02,  2.0584684970633121e-01,  1.0396845879750018e-02,  2.7177802254136556e-04
    94,  1.6320e+02,  1.2135754527327948e-01, -1.1515047874964912e-01,  1.8790648367695167e-01,  1.5230765780387347e-02,  1.5226457484858810e-01,  9.6562595539240792e-02,  2.0584686460749241e-01,  1.0396845879750018e-02,  2.7177791976759386e-04
    95,  1.6489e+02,  1.2135754527327948e-01, -1.1515047874964912e-01,  1.8790648367695167e-01,  1.5230765780387347e-02,  1.5226457484858810e-01,  9.6562595539240792e-02,  2.0584684970633121e-01,  1.0396860780911212e-02,  2.7177798216881894e-04
    96,  1.6740e+02,  1.2165559519284386e-01, -1.1488672560433524e-01,  1.8600592243113404e-01,  1.5651271638225370e-02,  1.5057549106846405e-01,  9.7602242533476144e-02,  2.0836133433973933e-01,  1.1050557628801824e-02,  2.7084807221585940e-04
    97,  1.7043e+02,  1.2165561009400505e-01, -1.1488672560433524e-01,  1.8600592243113404e-01,  1.5651271638225370e-02,  1.5057549106846405e-01,  9.7602242533476144e-02,  2.0836133433973933e-01,  1.1050557628801824e-02,  2.7084807069392876e-04
    98,  1.7454e+02,  1.2165559519284386e-01, -1.1488674050549644e-01,  1.8600592243113404e-01,  1.5651271638225370e-02,  1.5057549106846405e-01,  9.7602242533476144e-02,  2.0836133433973933e-01,  1.1050557628801824e-02,  2.7084817967741630e-04
    99,  1.7748e+02,  1.2165559519284386e-01, -1.1488672560433524e-01,  1.8600593733229523e-01,  1.5651271638225370e-02,  1.5057549106846405e-01,  9.7602242533476144e-02,  2.0836133433973933e-01,  1.1050557628801824e-02,  2.7084779513035327e-04
   100,  1.7956e+02,  1.2165559519284386e-01, -1.1488672560433524e-01,  1.8600592243113404e-01,  1.5651286539386564e-02,  1.5057549106846405e-01,  9.7602242533476144e-02,  2.0836133433973933e-01,  1.1050557628801824e-02,  2.7084808189856737e-04
   101,  1.8175e+02,  1.2165559519284386e-01, -1.1488672560433524e-01,  1.8600592243113404e-01,  1.5651271638225370e-02,  1.5057550596962524e-01,  9.7602242533476144e-02,  2.0836133433973933e-01,  1.1050557628801824e-02,  2.7084807339493685e-04
   102,  1.8346e+02,  1.2165559519284386e-01, -1.1488672560433524e-01,  1.8600592243113404e-01,  1.5651271638225370e-02,  1.5057549106846405e-01,  9.7602257434637338e-02,  2.0836133433973933e-01,  1.1050557628801824e-02,  2.7084824603920205e-04
   103,  1.8515e+02,  1.2165559519284386e-01, -1.1488672560433524e-01,  1.8600592243113404e-01,  1.5651271638225370e-02,  1.5057549106846405e-01,  9.7602242533476144e-02,  2.0836134924090052e-01,  1.1050557628801824e-02,  2.7084780129779201e-04
   104,  1.8781e+02,  1.2165559519284386e-01, -1.1488672560433524e-01,  1.8600592243113404e-01,  1.5651271638225370e-02,  1.5057549106846405e-01,  9.7602242533476144e-02,  2.0836133433973933e-01,  1.1050572529963018e-02,  2.7084806724832927e-04
   105,  1.9008e+02,  1.2254702963143034e-01, -1.1438019678833847e-01,  1.8229955116695404e-01,  1.6430236991552959e-02,  1.4733584390611937e-01,  9.9797934734493832e-02,  2.1347271537783560e-01,  1.2349404266667512e-02,  2.7239166243807979e-04
   106,  1.9214e+02,  1.2185805741329678e-01, -1.1475707023824504e-01,  1.8513594173216097e-01,  1.5799311379974843e-02,  1.4967675372746556e-01,  9.8187506843996075e-02,  2.0961867752147029e-01,  1.1350626385904549e-02,  2.7019681112912497e-04
